Tabelle: 42111-0006
Beschäftigte und Umsatz der Betriebe im Verarbeitenden;;;;;;;;;;
Gewerbe: Deutschland, Monate, Wirtschaftszweige;;;;;;;;;;
(WZ2008 2-4-Steller Hierarchie);;;;;;;;;;
Monatsbericht im Verarbeitenden Gewerbe;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;
Betriebe;;;;;;;;;;;;;;;;;;;
;;Betriebe;;Beschäftigte;;Geleistete Arbeitsstunden;;Bruttolohn- und -gehaltssumme;;Umsatz;;Inlandsumsatz;;Auslandsumsatz;;Auslandsumsatz mit der Eurozone;;Auslandsumsatz mit dem sonstigen Ausland;
;;Anzahl;Anzahl;Anzahl;Anzahl;1000;1000;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR;Tsd. EUR
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;221;e;101146;e;13169;e;383661;e;2839908;e;1105356;e;1734553;e;833604;e;900949;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;195;e;97374;e;12666;e;370408;e;2760821;e;1073116;e;1687705;e;818625;e;869080;e
März;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;223;e;101186;e;14600;e;432184;e;3509702;e;1324525;e;2185177;e;1042745;e;1142432;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;197;e;97418;e;14044;e;417894;e;3419320;e;1288848;e;2130472;e;1022479;e;1107993;e
April;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;223;e;100945;e;13208;e;541225;e;2974174;e;1120828;e;1853346;e;914488;e;938858;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;197;e;97192;e;12693;e;526395;e;2884204;e;1085354;e;1798850;e;888941;e;909909;e
Mai;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;223;e;100847;e;12578;e;444183;e;3078581;e;1104831;e;1973749;e;918512;e;1055238;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;197;e;97115;e;12090;e;429039;e;3001309;e;1072974;e;1928335;e;901346;e;1026989;e
Juni;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;223;e;100718;e;13416;e;478389;e;3319931;e;1245648;e;2074283;e;1005346;e;1068938;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;197;e;96966;e;12896;e;461298;e;3234296;e;1203085;e;2031211;e;986475;e;1044736;e
Juli;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;223;e;99476;e;13041;e;387036;e;3108210;e;1163651;e;1944559;e;994553;e;950006;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;197;e;95711;e;12539;e;371417;e;3031434;e;1132750;e;1898685;e;978977;e;919708;e
August;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;223;e;99918;e;12667;e;384518;e;3037291;e;1102998;e;1934293;e;955230;e;979063;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;197;e;96149;e;12179;e;370554;e;2971035;e;1070685;e;1900349;e;940189;e;960160;e
September;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;223;e;100101;e;13526;e;401821;e;3310576;e;1201342;e;2109235;e;1073935;e;1035300;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;197;e;96311;e;12997;e;387619;e;3220877;e;1164259;e;2056618;e;1056245;e;1000373;e
Oktober;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;223;e;99650;e;13127;e;370811;e;3120345;e;1104779;e;2015565;e;1012942;e;1002623;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;197;e;95860;e;12622;e;357164;e;3032696;e;1070454;e;1962243;e;990508;e;971734;e
November;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;222;e;99730;e;13744;e;630040;e;3203257;e;1142469;e;2060788;e;1007527;e;1053261;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;196;e;95957;e;13226;e;610913;e;3120389;e;1106344;e;2014045;e;987066;e;1026979;e
Dezember;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;221;e;99440;e;12283;e;410444;e;3061107;e;1101302;e;1959805;e;947966;e;1011839;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;195;e;95678;e;11781;e;396170;e;2982311;e;1068255;e;1914056;e;930915;e;983141;e
2011;;;;;;;;;;;;;;;;;;;
Januar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;234;e;100739;e;13113;e;431428;e;3016911;e;1044680;e;1972232;e;991490;e;980742;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;204;e;96480;e;12527;e;415251;e;2922985;e;1007686;e;1915299;e;966896;e;948403;e
Februar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;234;e;100618;e;13267;e;389861;e;3149891;e;1071954;e;2077937;e;1083595;e;994342;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;204;e;96347;e;12688;e;374156;e;3053655;e;1034377;e;2019278;e;1062931;e;956347;e
März;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;234;e;100775;e;14539;e;432797;e;3561258;e;1222672;e;2338586;e;1104251;e;1234335;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;204;e;96500;e;13907;e;415538;e;3461523;e;1177446;e;2284077;e;1082814;e;1201263;e
April;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;235;e;100587;e;12483;e;546684;e;3062830;e;1045020;e;2017810;e;978942;e;1038868;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;204;e;96217;e;11919;e;529123;e;2965159;e;1005470;e;1959688;e;952925;e;1006763;e
Mai;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;234;e;100537;e;14247;e;455787;e;3326896;e;1164284;e;2162611;e;1075245;e;1087366;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;203;e;96191;e;13625;e;437498;e;3223212;e;1121878;e;2101334;e;1049389;e;1051944;e
Juni;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;234;e;101060;e;12410;e;450931;e;3148975;e;1134280;e;2014695;e;1012662;e;1002033;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;203;e;96701;e;11837;e;432673;e;3047134;e;1089438;e;1957697;e;990010;e;967687;e
Juli;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;234;e;100758;e;12870;e;405264;e;3190695;e;1098263;e;2092432;e;1044945;e;1047487;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;203;e;96372;e;12306;e;387287;e;3103040;e;1057528;e;2045512;e;1028166;e;1017346;e
August;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;234;e;101369;e;13563;e;405537;e;3161455;e;1126668;e;2034786;e;990978;e;1043808;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;203;e;96968;e;12980;e;389012;e;3070488;e;1088210;e;1982278;e;964012;e;1018266;e
September;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;236;e;102526;e;13936;e;417721;e;3339315;e;1235595;e;2103720;e;1028467;e;1075253;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;98119;e;13330;e;401553;e;3238353;e;1193748;e;2044604;e;1009151;e;1035453;e
Oktober;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;102372;e;13093;e;399292;e;3220708;e;1137892;e;2082816;e;1052941;e;1029875;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;206;e;97977;e;12523;e;383183;e;3118613;e;1095761;e;2022851;e;1029135;e;993716;e
November;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;102830;e;14199;e;667482;e;3540056;e;1215930;e;2324127;e;1143382;e;1180745;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;206;e;98418;e;13581;e;643784;e;3431567;e;1168369;e;2263198;e;1119967;e;1143231;e
Dezember;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;102895;e;12598;e;438145;e;3486924;e;1154806;e;2332119;e;1183597;e;1148521;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;206;e;98472;e;12025;e;420944;e;3378856;e;1110692;e;2268164;e;1157379;e;1110784;e
2012;;;;;;;;;;;;;;;;;;;
Januar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;236;e;104741;e;14126;e;446309;e;3189059;e;1075577;e;2113482;e;994089;e;1119392;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;206;e;100543;e;13540;e;430609;e;3097929;e;1041161;e;2056769;e;971642;e;1085126;e
Februar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;105169;e;14138;e;424768;e;3213713;e;1152256;e;2061457;e;968309;e;1093148;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;207;e;100939;e;13557;e;409413;e;3116110;e;1118195;e;1997915;e;947848;e;1050067;e
März;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;105514;e;14700;e;500353;e;3750574;e;1281653;e;2468921;e;1134888;e;1334033;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;207;e;101268;e;14095;e;483374;e;3627292;e;1232765;e;2394527;e;1110126;e;1284401;e
April;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;105505;e;12843;e;616592;e;3085222;e;1053512;e;2031710;e;946586;e;1085124;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;207;e;101227;e;12281;e;599117;e;2988047;e;1021021;e;1967026;e;924793;e;1042233;e
Mai;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;105683;e;13523;e;491944;e;3340884;e;1135139;e;2205745;e;1069372;e;1136373;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;207;e;101387;e;12945;e;474498;e;3242693;e;1097470;e;2145223;e;1046753;e;1098470;e
Juni;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;105737;e;13522;e;489783;e;3515982;e;1144534;e;2371448;e;1156909;e;1214539;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;207;e;101411;e;12949;e;473621;e;3418885;e;1106677;e;2312208;e;1132965;e;1179243;e
Juli;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;238;e;105881;e;13570;e;434033;e;3497848;e;1092978;e;2404870;e;1165487;e;1239383;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;208;e;101556;e;13002;e;415940;e;3411463;e;1058823;e;2352640;e;1144754;e;1207886;e
August;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;238;e;106474;e;14025;e;440982;e;3505430;e;1096165;e;2409264;e;1131583;e;1277681;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;208;e;102154;e;13459;e;424725;e;3434367;e;1066543;e;2367824;e;1116399;e;1251425;e
September;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;238;e;107161;e;13380;e;473789;e;3276380;e;1090900;e;2185480;e;1094071;e;1091409;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;208;e;102792;e;12837;e;457943;e;3184315;e;1050107;e;2134208;e;1077447;e;1056761;e
Oktober;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;238;e;106937;e;14399;e;442453;e;3714272;e;1197845;e;2516426;e;1244354;e;1272073;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;208;e;102565;e;13811;e;426333;e;3621185;e;1165172;e;2456013;e;1224511;e;1231502;e
November;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;238;e;107133;e;14617;e;711756;e;3745343;e;1191241;e;2554102;e;1268177;e;1285925;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;208;e;102770;e;14024;e;687808;e;3643728;e;1154159;e;2489568;e;1247925;e;1241644;e
Dezember;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;106631;e;11597;e;468823;e;3520231;e;1024252;e;2495979;e;1318631;e;1177348;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;207;e;102277;e;11094;e;450854;e;3435001;e;991688;e;2443313;e;1302330;e;1140983;e
2013;;;;;;;;;;;;;;;;;;;
Januar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;235;e;104568;e;14165;e;512124;e;3293574;e;1071950;e;2221625;e;1041723;e;1179902;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;204;e;100038;e;13539;e;495014;e;3195035;e;1036882;e;2158153;e;1015401;e;1142751;e
Februar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;235;e;104707;e;13428;e;434434;e;3344882;e;1110376;e;2234506;e;1076315;e;1158191;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;204;e;100184;e;12835;e;417437;e;3248559;e;1072845;e;2175714;e;1060507;e;1115207;e
März;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;235;e;104987;e;13394;e;487047;e;3338673;e;1131468;e;2207205;e;998137;e;1209068;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;204;e;100459;e;12795;e;467971;e;3243904;e;1091065;e;2152839;e;979398;e;1173442;e
April;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;236;e;105102;e;14054;e;634354;e;3576860;e;1152232;e;2424628;e;1125960;e;1298668;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;204;e;100515;e;13420;e;616674;e;3476310;e;1113110;e;2363200;e;1103447;e;1259753;e
Mai;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;105437;e;12883;e;503939;e;3594027;e;1150642;e;2443385;e;1164574;e;1278811;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;100855;e;12281;e;484802;e;3500057;e;1112593;e;2387464;e;1146438;e;1241027;e
Juni;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;238;e;105562;e;13499;e;490076;e;3549392;e;1185211;e;2364181;e;1123346;e;1240835;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;206;e;100973;e;12894;e;470759;e;3455797;e;1148352;e;2307446;e;1104462;e;1202984;e
Juli;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;238;e;105795;e;14477;e;447169;e;3645648;e;1188261;e;2457387;e;1135922;e;1321465;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;206;e;101200;e;13832;e;429627;e;3543028;e;1147308;e;2395720;e;1116322;e;1279398;e
August;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;238;e;106416;e;13503;e;445946;e;3390509;e;1140704;e;2249805;e;1075751;e;1174054;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;206;e;101787;e;12904;e;426066;e;3296187;e;1106193;e;2189994;e;1058840;e;1131154;e
September;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;238;e;106988;e;13929;e;450498;e;3646915;e;1197180;e;2449734;e;1051975;e;1397759;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;206;e;102322;e;13318;e;432230;e;3554860;e;1164627;e;2390233;e;1035651;e;1354582;e
Oktober;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;238;e;106727;e;14438;e;443087;e;3786599;e;1246479;e;2540120;e;1200981;e;1339139;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;206;e;102064;e;13796;e;424978;e;3694260;e;1208314;e;2485946;e;1183053;e;1302893;e
November;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;106743;e;14248;e;713682;e;3978049;e;1275028;e;2703021;e;1270658;e;1432363;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;102069;e;13631;e;688599;e;3877273;e;1236794;e;2640479;e;1250165;e;1390314;e
Dezember;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;106457;e;11945;e;476059;e;3671695;e;1150542;e;2521153;e;1329572;e;1191582;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;101786;e;11387;e;455803;e;3582131;e;1112938;e;2469192;e;1310179;e;1159014;e
2014;;;;;;;;;;;;;;;;;;;
Januar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;237;e;106785;e;14242;e;482092;e;3662054;e;1236578;e;2425476;e;1066759;e;1358717;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;204;e;101935;e;13555;e;462415;e;3552273;e;1192342;e;2359932;e;1042904;e;1317028;e
Februar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;238;e;107097;e;13844;e;460450;e;3497414;e;1212184;e;2285231;e;1038311;e;1246920;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;102258;e;13185;e;440788;e;3396497;e;1174325;e;2222171;e;1015576;e;1206595;e
März;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;238;e;107332;e;14228;e;517367;e;3743938;e;1254106;e;2489833;e;1164068;e;1325765;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;102494;e;13546;e;496642;e;3639154;e;1210578;e;2428576;e;1144656;e;1283920;e
April;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;239;e;107385;e;13523;e;665312;e;3644313;e;1229475;e;2414838;e;1095966;e;1318872;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;102511;e;12863;e;643628;e;3530476;e;1185526;e;2344950;e;1070156;e;1274794;e
Mai;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;239;e;107346;e;13633;e;535720;e;3763854;e;1231891;e;2531963;e;1179575;e;1352388;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;102504;e;12982;e;513180;e;3665673;e;1193873;e;2471800;e;1157041;e;1314759;e
Juni;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;239;e;107520;e;13052;e;505289;e;3662984;e;1217324;e;2445660;e;1070071;e;1375589;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;102678;e;12424;e;482175;e;3546052;e;1167293;e;2378758;e;1047926;e;1330833;e
Juli;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;239;e;107653;e;14805;e;479195;e;3854686;e;1306964;e;2547721;e;1198422;e;1349300;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;102875;e;14129;e;458810;e;3744173;e;1261954;e;2482219;e;1174940;e;1307280;e
August;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;239;e;108382;e;12613;e;468682;e;3463474;e;1130265;e;2333209;e;1021811;e;1311399;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;103598;e;12008;e;449545;e;3377717;e;1094602;e;2283115;e;1005000;e;1278115;e
September;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;239;e;109433;e;14428;e;487229;e;3911957;e;1335653;e;2576304;e;1185922;e;1390382;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;104598;e;13778;e;467578;e;3818847;e;1295345;e;2523502;e;1165820;e;1357682;e
Oktober;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;239;e;109311;e;14656;e;478381;e;3970031;e;1333955;e;2636076;e;1105523;e;1530553;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;104476;e;13983;e;458761;e;3871095;e;1293608;e;2577487;e;1085678;e;1491809;e
November;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;239;e;109472;e;14092;e;768072;e;3863022;e;1297674;e;2565348;e;1140799;e;1424550;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;104612;e;13429;e;741556;e;3762730;e;1258486;e;2504245;e;1123214;e;1381030;e
Dezember;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;239;e;109370;e;12270;e;516167;e;3927316;e;1328715;e;2598601;e;1204569;e;1394032;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;205;e;104504;e;11660;e;494663;e;3808819;e;1274000;e;2534820;e;1183646;e;1351174;e
2015;;;;;;;;;;;;;;;;;;;
Januar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;244;e;109668;e;13956;e;485949;e;3568815;e;1269948;e;2298867;e;1008130;e;1290736;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;105514;e;13379;e;468895;e;3486663;e;1239039;e;2247624;e;990787;e;1256837;e
Februar;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;244;e;109294;e;13791;e;478420;e;3757236;e;1291904;e;2465333;e;1164950;e;1300383;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;105165;e;13238;e;461831;e;3667611;e;1257983;e;2409628;e;1144228;e;1265400;e
März;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;244;e;109587;e;15051;e;536581;e;4081854;e;1465508;e;2616346;e;1199039;e;1417308;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;105450;e;14463;e;517532;e;3980086;e;1426065;e;2554021;e;1178541;e;1375479;e
April;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;245;e;109709;e;13883;e;713867;e;4041220;e;1280786;e;2760433;e;1242329;e;1518104;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;105503;e;13315;e;693915;e;3944887;e;1244167;e;2700720;e;1224215;e;1476505;e
Mai;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;245;e;109781;e;12861;e;562234;e;3665559;e;1211428;e;2454132;e;1130465;e;1323667;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;105559;e;12316;e;542841;e;3584871;e;1181625;e;2403246;e;1113407;e;1289839;e
Juni;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;244;e;109650;e;14471;e;528082;e;4339734;e;1371759;e;2967975;e;1423256;e;1544720;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;105407;e;13901;e;509113;e;4245791;e;1339747;e;2906044;e;1401703;e;1504342;e
Juli;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;244;e;109680;e;14806;e;501634;e;3874058;e;1365736;e;2508322;e;940953;e;1567370;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;214;e;105424;e;14223;e;483741;e;3786231;e;1332078;e;2454154;e;924796;e;1529358;e
August;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;245;e;110224;e;12960;e;488431;e;3304871;e;1204718;e;2100152;e;794750;e;1305402;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;105949;e;12416;e;471083;e;3221861;e;1169908;e;2051953;e;777405;e;1274548;e
September;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;245;e;111071;e;14701;e;505643;e;3705272;e;1357963;e;2347309;e;917060;e;1430249;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;215;e;106786;e;14114;e;488215;e;3609691;e;1322931;e;2286761;e;898222;e;1388539;e
Oktober;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;111155;e;14868;e;493089;e;3723962;e;1369222;e;2354740;e;869634;e;1485107;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;106847;e;14275;e;475805;e;3635066;e;1338754;e;2296312;e;852282;e;1444029;e
November;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;111270;e;15000;e;799969;e;3808471;e;1415094;e;2393377;e;915125;e;1478252;e
WZ08-212;  H.v. pharmazeut. Spezialitäten u. sonst. Erzeugn.;216;e;106993;e;14417;e;775137;e;3697153;e;1371246;e;2325907;e;895880;e;1430028;e
Dezember;;;;;;;;;;;;;;;;;;;
WZ08-21;Herstellung von pharmazeutischen Erzeugnissen;246;e;110964;e;12934;e;522703;e;3847215;e;1355635;e;2491580;e;1024212;e;1467368;e
